
Lmod has detected the following error: The following module(s) are unknown:
"lib/hdf5/1.12.0-gnu-8.3"

Please check the spelling or version number. Also try "module spider ..."
It is also possible your cache file is out-of-date; it may help to try:
  $ module --ignore_cache load "lib/hdf5/1.12.0-gnu-8.3"

Also make sure that all modulefiles written in TCL start with the string
#%Module



#[physics]
#useMass = true
#mass = -0.5 
#g = 1.0 
#kappa = 0.26
#lambda = 0.02
#cutFraction = 0.0
#
#[langevin]
#averageEpsilon = 0.001
#MaxLangevinTime = 1000.0
#ExportTime = 1.0
#burnCount = 100
#MeasureDriftCount = 10
#
#[io]
#configFileName = "test.hdf"
#export = false
#timeSliceFileName = "slice.dat"
#
#[random]
#seed = 1234


#numSms = 80
#blocks per SM = 2
#theads = 768
#blocks = 5
#numSms = 80
#blocks per SM = 2
#theads = 768
#blocks = 5
#numSms = 80
#blocks per SM = 2
#theads = 1024
#blocks = 4
#Done initialising cuFFT
#numSms = 80
#blocks per SM = 2
#theads = 768
#blocks = 5

#Average eps during drift measurement = 0.228868
1.00211	0.00368846	0.679173	0.324652	0.165865	-0.370344	0.855184
2.00401	0.0037334	0.684335	0.326476	0.166407	-0.373434	0.861421
3.0071	0.00378067	0.689522	0.32832	0.166958	-0.376535	0.867692
4.00785	0.00382982	0.694715	0.330178	0.167516	-0.379636	0.873974
5.01022	0.00388097	0.699932	0.332055	0.168083	-0.382748	0.880292
6.0105	0.00393392	0.705154	0.333945	0.168656	-0.385859	0.88662
7.01271	0.00398889	0.710402	0.335855	0.169239	-0.388983	0.892983
8.01298	0.00404569	0.715652	0.337776	0.169829	-0.392107	0.899356
9.01544	0.00410457	0.720927	0.339718	0.170427	-0.395242	0.905762
10.0193	0.00414346	0.726221	0.341676	0.171035	-0.398388	0.912198
11.0218	0.00414139	0.731518	0.343647	0.171649	-0.401533	0.918643
12.0238	0.00414036	0.736823	0.34563	0.172271	-0.404682	0.925102
13.0258	0.0041403	0.742136	0.347627	0.1729	-0.407835	0.931576
14.0278	0.00414116	0.747457	0.349637	0.173537	-0.410992	0.938066
15.0302	0.0041429	0.752788	0.35166	0.174181	-0.414154	0.944572
16.0329	0.00414425	0.758126	0.353696	0.174833	-0.41732	0.951093
17.036	0.00414609	0.763471	0.355744	0.175493	-0.42049	0.957628
18.0397	0.00414865	0.768823	0.357804	0.17616	-0.423664	0.964177
19.0399	0.00415188	0.77416	0.359868	0.176831	-0.42683	0.970712
20.0409	0.00415577	0.779504	0.361944	0.17751	-0.43	0.977261
21.043	0.00416027	0.784855	0.364031	0.178197	-0.433174	0.983824
22.0462	0.00416537	0.790213	0.366129	0.178891	-0.436353	0.990401
23.0466	0.00417102	0.795555	0.368231	0.17959	-0.439524	0.996963
24.0484	0.00417721	0.800904	0.370343	0.180296	-0.442699	1.00354
25.0517	0.00418393	0.806259	0.372467	0.181009	-0.445879	1.01013
26.0525	0.00419112	0.811598	0.374592	0.181727	-0.449051	1.0167
27.0551	0.0041988	0.816943	0.376728	0.182452	-0.452227	1.02329
28.0554	0.0042069	0.822272	0.378865	0.183181	-0.455394	1.02986
29.0576	0.00421546	0.827605	0.381012	0.183917	-0.458566	1.03644
30.0578	0.00422442	0.832922	0.383159	0.184657	-0.461729	1.04301
